Category,File_ID,Shape,Style,Description,Image_Path,CAD_Path
Prongs,301_301_602_S.3dm,Round,Basket,"A 6-prong basket setting designed for a round stone, featuring tall, tapered prongs extending from a supporting gallery structure, indicative of a high-profile setting.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\301_301_602_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\301_301_602_S.3dm
Prongs,301_301_605_S.3dm,Round,Basket,"A 6-prong basket setting designed for a round stone. The prongs are robust and form a high-profile mount, rising from a circular base to cradle the stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\301_301_605_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\301_301_605_S.3dm
Prongs,301_301_608_S.3dm,Round,Basket,"A 6-prong basket style setting, designed for a round stone, featuring a high profile with an open gallery and prominent prongs.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\301_301_608_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\301_301_608_S.3dm
Prongs,301_301_609_S.3dm,Round,Basket,"A 5-prong basket setting for a round stone, featuring a high profile with visible support structures beneath the stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\301_301_609_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\301_301_609_S.3dm
Prongs,301_301_613_S.3dm,Round,Basket,"A high-profile, 6-prong basket setting with a circular base, designed to hold a round stone, providing significant light exposure from below.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\301_301_613_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\301_301_613_S.3dm
Prongs,301_301_619_S.3dm,Round,Prong,"A high-profile 6-prong setting designed for a round stone. The individual prongs taper upwards, suggesting a secure and elevated display for the gemstone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\301_301_619_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\301_301_619_S.3dm
Prongs,301_301_622_S.3dm,Round,Basket,"Wireframe model of a high-profile round 6-prong basket setting, featuring individual prongs extending upwards from a circular base, designed to hold a round gemstone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\301_301_622_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\301_301_622_S.3dm
Prongs,301_301_625_S.3dm,Round,Basket,"Wireframe CAD model of a 6-prong basket setting for a round stone. The prongs are tall and substantial, with a somewhat rectangular cross-section at the top, creating a high-profile design. The basket features two tiers of horizontal bars connecting the prongs for support.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\301_301_625_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\301_301_625_S.3dm
Prongs,303_303_25932_S.3dm,Princess,Basket,"A high-profile 4-prong basket setting designed for a square or princess-cut stone. The setting features four substantial prongs that rise from an open, structural base, lifting the stone significantly.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\303_303_25932_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\303_303_25932_S.3dm
Prongs,303_303_25959_S.3dm,Round,Basket,"A high profile, 4-prong basket setting designed for a round stone, shown in wireframe.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\303_303_25959_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\303_303_25959_S.3dm
Prongs,303_303_25966_S.3dm,Round,Basket,"Wireframe model of a six-prong basket setting designed to hold a round stone. The prongs are tall and curve inward, indicating a high-profile design.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\303_303_25966_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\303_303_25966_S.3dm
Prongs,303_303_25970_S.3dm,Round,Basket,"A wireframe model of a high-profile, 4-prong basket setting. The prongs curve upwards from a circular base, designed to hold a round gemstone securely.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\303_303_25970_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\303_303_25970_S.3dm
Prongs,303_303_25974_S.3dm,Square/Cushion,Basket,"Purple wireframe CAD model of a high-profile, four-prong basket setting designed for a square or cushion-cut stone, featuring an open, structured gallery.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\303_303_25974_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\303_303_25974_S.3dm
Prongs,303_303_25977_S.3dm,Round,Basket,"A 4-prong basket setting for a round stone, featuring a high profile with four distinct prongs curving inwards from an elevated base.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\303_303_25977_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\303_303_25977_S.3dm
Prongs,303_303_416_S.3dm,Round,Basket,"Wireframe model of a 6-prong basket setting. The prongs are tall and curve inward to secure a round stone, supported by a prominent circular under-gallery, indicating a high-profile design.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\303_303_416_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\303_303_416_S.3dm
Prongs,303_303_418_S.3dm,Round,Basket,"A wireframe model of a round, 6-prong basket setting with an open, high-profile design. The prongs are substantial and rise from a supportive basket structure, which features curved elements and a circular base.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\303_303_418_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\303_303_418_S.3dm
Prongs,303_303_424_S.3dm,Round,Basket,"A 4-prong high-profile basket setting designed for a round stone, featuring an open wireframe design underneath for light exposure.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\303_303_424_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\303_303_424_S.3dm
Prongs,303_303_428_S.3dm,Round,Basket,"A high-profile, 4-prong basket setting designed for a round stone, shown as a purple wireframe model with a circular base and supportive basket structure.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\303_303_428_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\303_303_428_S.3dm
Prongs,303_303_432_S.3dm,Round,Basket,"A 6-prong basket setting for a round stone, featuring a high profile and an open wireframe gallery beneath the stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\303_303_432_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\303_303_432_S.3dm
Prongs,303_303_4340_S.3dm,Round,Basket,"A high-profile, 6-prong basket setting designed for a round stone. The wireframe shows a detailed, open basket structure with curved prongs rising from a circular base, indicating a substantial and elevated stone placement.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\303_303_4340_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\303_303_4340_S.3dm
Prongs,303_303_434_S.3dm,Round,Basket,"A high-profile, 6-prong basket setting designed for a round stone. The prongs are tall and have a U-shaped cross-section, flaring slightly outwards at the top.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\303_303_434_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\303_303_434_S.3dm
Prongs,303_303_436_S.3dm,Round,Prong,"A 6-prong setting for a round stone, featuring an open base with curved support structures connecting to the prongs, designed for a high-set appearance.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\303_303_436_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\303_303_436_S.3dm
Prongs,303_303_442_S.3dm,Round,Basket,"A 4-prong basket setting, featuring an open wireframe design that tapers down to a circular base. The prongs are tall, suggesting a high-profile setting for a round stone.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\303_303_442_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\303_303_442_S.3dm
Prongs,303_303_446_S.3dm,Round,Basket,"A high-profile 6-prong basket setting for a round stone, shown as a purple wireframe model. The prongs rise substantially from a circular base, creating an open structure beneath where the stone would sit.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\303_303_446_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\303_303_446_S.3dm
Prongs,303_303_450_S.3dm,Round,Basket,"An 8-prong high-profile basket setting designed for a round stone. It features four primary wide prongs and four secondary, slightly shorter prongs, all rising from a detailed, open-work basket structure that supports the stone from below.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\303_303_450_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\303_303_450_S.3dm
Prongs,303_303_470_S.3dm,Round,Basket,"A 4-prong basket setting with a high profile, designed for a round stone. It features an open wireframe under-gallery structure for maximum light exposure.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\303_303_470_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\303_303_470_S.3dm
Prongs,303_303_473_S.3dm,Round,Basket,"A 6-prong basket setting for a round stone, featuring a high profile with an open gallery beneath the stone for maximum light exposure. The prongs are substantial and extend upwards from a circular base.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\303_303_473_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\303_303_473_S.3dm
Prongs,303_303_476_S.3dm,Round,Basket,"Wireframe CAD model of a 4-prong basket setting designed for a round stone. It features tall, tapering prongs and an open, supportive base structure, suggesting a high-profile mount.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\303_303_476_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\303_303_476_S.3dm
Prongs,303_303_479_S.3dm,Round,Basket,"Wireframe model of a 4-prong basket setting with a high profile, designed to hold a round stone. The basket features an open, curved design.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\303_303_479_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\303_303_479_S.3dm
Prongs,309_309_10616_S.3dm,Round,Peg,"A 4-prong peg-style setting, designed for a round stone, featuring an open, high-profile construction with individual prongs converging at the base.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\309_309_10616_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\309_309_10616_S.3dm
Prongs,309_309_10617_S.3dm,Round,Basket,"A wireframe rendering of a 6-prong basket setting, designed for a round stone, with prongs extending upwards to create a high profile. The prongs curve inward slightly at the top to secure the stone, originating from a central point at the base.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\309_309_10617_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\309_309_10617_S.3dm
Prongs,309_309_10618_S.3dm,Round,Peg,"A 4-prong peg head setting with a high profile, designed to hold a round or cushion-shaped stone, featuring open sides for maximum light entry.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\309_309_10618_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\309_309_10618_S.3dm
Prongs,309_309_10619_S.3dm,Princess,Basket,"A wireframe CAD model depicting a high-profile, 4-prong basket setting for a princess or square-cut gemstone. The prongs have a square cross-section at the tips and are connected by a gallery structure at the base.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\309_309_10619_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\309_309_10619_S.3dm
Prongs,309_309_10620_S.3dm,Round,Basket,"An 8-prong basket setting, designed with a high profile to elevate a round stone. It features four main prongs and four slightly shorter prongs in between, offering enhanced security and a distinctive look.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\309_309_10620_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\309_309_10620_S.3dm
Prongs,309_309_10621_S.3dm,Round,Basket,"A 6-prong basket setting with curved prongs, designed for a round stone, presenting a high profile. The wireframe illustrates the detailed structure with a visible base connecting the prongs.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\309_309_10621_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\309_309_10621_S.3dm
Prongs,309_309_10622_S.3dm,Round,Basket,"A six-prong basket setting, indicated by the supporting structure beneath the intended stone, designed to hold a round stone with a high profile.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\309_309_10622_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\309_309_10622_S.3dm
Prongs,309_309_13584_S.3dm,Round,Basket,"A 6-prong basket setting designed for a round stone, featuring an open under-gallery structure and an elevated profile.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\309_309_13584_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\309_309_13584_S.3dm
Prongs,309_309_13585_S.3dm,Round,Prong,"Wireframe CAD model of a high-profile 4-prong setting designed for a round gemstone. The structure features robust prongs curving upwards and inwards from a supportive, basket-like base, allowing light to enter the stone from beneath.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\309_309_13585_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\309_309_13585_S.3dm
Prongs,309_309_13586_S.3dm,Oval,Basket,"Wireframe model of a high-profile 6-prong basket setting designed for an oval stone, featuring four main corner prongs and two additional prongs on the longer sides.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\309_309_13586_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\309_309_13586_S.3dm
Prongs,309_309_13587_S.3dm,Marquise,Peg,"A 6-prong peg head setting with a high profile, designed for a marquise-shaped stone. It features two prominent prongs for the pointed ends of the stone and two additional prongs along each curved side.",C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\309_309_13587_S.jpg,C:\Users\vivek\Desktop\code space\RAG\cad_library\Prongs\309_309_13587_S.3dm
